,tweets_original,tweets_translater_unicamp,tweets_translater_face,polaridade
10529,"ahahahhahah o #Encontro cada dia é uma vergonha alheia nova, Deus me livreee","#Every day is a shame to others, God forbid","Ahahahhahah the #Meet every day is a new alien shame, God free meee",-1
10530,"Carol paixão amanhã 😍
#videoShowAoVivo",Carol paixão amanhã  #videoShowAoVivo  #vide,Carol passion tomorrow #videoShowAoVivo,1
10531,A oportunidade de ir em um show da  é tudo o que eu quero ter. #AltasHoras,#TimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTimeTime,The opportunity to go to a show is all I want to have. #AltasHoras,1
10532, Entrevista foda do cazalbé no #TheNoite com ,"TheCazalbé's interview followed by cazalbé in #TheNo""",This is the first time I’m going to get to know what I’m going to do.,1
10533,"eu já sinto fome toda hora, qnd assisto masterchef me dá tanta fome parece q não comi o dia inteiro scrr #MasterChefBR",When I watch masterchef I feel hungry every ho,"I'm already hungry every hour, qnd watch masterchef gives me so hungry it seems q I don't eat the whole day scrr #MasterChefBR",-1
10534,"padre gato da porra, minha gente
#conversacombial",My people #conversacombialal talk with themselves,"Father cat of the porra, my people #conversacombial",1
10535,Queria me comunicar com essa capitão Vitor rs  #MasterChefBR,I wanted to communicate with this captain Vitor rs #,I wanted to communicate with this captain Vitor rs #MasterChefBR,0
10536,"Aii que bom, hj tem #MasterChefBR 
Booom dia, lindo dia! Haha","Aii what good, hj has #MasterChefBR Booom","Aii what good, hj has #MasterChefBR Booom day, nice day!",1
10537,A roteirista do #MaisVoce hoje é a  repassem,The writer of #MaisVoce today is the repassembly,The routerist of #MaisVoce today is the repasse,0
10538,"VAI COMEÇAR AAAAAA BOAS VIBRAÇÕES PARA QUE A RAINHA DO ISSO,  , TENHA SAMBADO COMO SEMPRE ! #MasterChefBR","I'll get used to get the wealth of thi""","Start AAAAAA good vibrations so that the queen of this, has Saturday as always! #MasterChefBR",1
10539,"#MaisVocê Que Lindo, quando fiquei sabendo que essa dupla iria ao seu programa Ana não fui nem trabalhar; da para acreditar.",When I learned that this pair would go to you,"“When I was knowing that this double would go to your program, Ana, I didn’t even work; from to believe.",1
10540,inclusive vou almoçar assistindo meu mozão #MasterChefBR,I even go lunch as I watch my snack #Ma,I’m even going to lunch watching my boy #MasterChefBR,1
10541,#MasterChefBr Valter é a melhor pessoa 😂😂😂😂,#MasterChefBr Valter is the best person ,#MasterChefBr Valter is the best person,1
10542,Que chefe de cozinha é esse? 😍 #ÉDeCasa,"#I'm household who is this head of cooking""",What kind of kitchen is this?,1
10543,#PatroasNoRatinho no Ratinho e logo em seguida Maluma no #TheNoite . É muitaaa emoção pra um coração!!!!,"It's a lot of emotion for a heart!!!!""","I'm not sure if you're going to get a lot of money, but if you're going to get a lot of money, you're going to get a lot of money.",1
10544,Só eu que achei a Vanessa da mata mais cheinha? #AltasHoras,"#AltasHoursNow, only I found Vanessa da mata more",I’m the only one who found the Vanessa of the killing more full.,-1
10545,E a explicações das expressões que realmente são daqui tudo errado. Que bosta #VideoShowAoVivo,What bosta #VideoShowAoVivovovovovovovovo,And the explanations of the expressions that really are from here all wrong. #VideoShowAoVivo,-1
10546,Padre Fábio de Melo é MARAVILHOSO em todos os sentidos 😍🖤 #ConversaComBial,Father Fábio de Melo is A MARAVILHOSO in all senses,Fabius Fabius of Melo is Wonderful in all respects #ConversaComBial,1
10547,Douglas melhor pessoa do #MasterChefBR,Douglas best person in #MasterChefBR,Douglas is the best person of #MasterChefBR,1
10548," Continue se inspirando nos livros. Enquanto tivermos os que leêm, nossa sociedade  aí está perdida ❤️ #MasterChefBR","While we have those who read, our socie","As long as we have those who read, our society is lost ❤️ #MasterChefBR",1
10549,Eu achei que era só fazer frango e batata doce. #MasterChefBR,#MasterChefBR,I thought it was just making chicken and sweet potatoes. #MasterChefBR,0
10550,#MasterChefBR cai fora Miriã,#MasterChefBR falls out Myriaã #MasterChef,#MasterChefBR falls out of Miriam,-1
10551,Poxaaa  meu celular é uma K8 queria tanto o K10 Aahhh bjs #Encontro,My cell phone is a K8 I wanted so much the K10,Poxaaa my cell phone is a K8 I wanted both the K10 Aahhh bjs #Meet,-1
10552,"Só uma coisa a declarar, eu vou é fazer mandinga para conhecer a Vivianne Pasmanter que é maravilhosa #VideoShowAoVivo","I'll do mandinga to know Vivianne Pasmanter who is ""","Just one thing to say, I’m going to make a message to meet Vivianne Pasmanter who’s wonderful #VideoShowAoVivo",1
10553,"Acho q #conversacomBial tá sendo legal oh, um programa bacana, mas ninguém consegue substituir JÔ SOARES","I think #conversacomBial is being cool oh, a","I think q #conversacomBial is legal oh, a bacana program, but no one can replace JÔ SOARES",1
10554,Aqui em Manaus se chama dindin. #VideoShowAoVivo,#VideoShowAoVideoVideoShowAoVideo,Here in Manaus it is called dindin. #VideoShowAoVivo,0
10555,MEU DEUSSSSS..SERÁ QUE A DOUGLAS SAI?? AAAAAA NÃO! #MasterchefBR,HAVE DAYYYY NOT! #MasterchefBR,My God..Will the two go out? #MasterchefBR,-1
10556,"#vídeoshowaovivo 
muito bom",Very good #videoshowaovivo very good #videoshow,A very good video,1
10557,"#Namaria ta linda hoje... O Fds fez bem pra pele dela 😈😈😈😈
#MaisVoce",The Fds made her skin well  #MaisVoce,I'm sure I'm going to be a good guy and I'm going to be a good guy.,1
10558,Olá   gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!,"Hello, I would like to have Fiuk's participation in""",Hello I would like to participate in Fiuk on #VideoShowAoVivo.,0
10559,Paola teve um mini infarto ali ?? Só eu vi HAUAHAUAHAUAHUA #MasterChefBR,I only saw HAUAHAUAHAUAHUA #,Paola had a mini heart attack there?? only I saw HAUAHAUAHUA #MasterChefBR,0
10560,"Nada mais justo que deixar o  voltar a cozinhar, na torcida!!  #MasterChefBR","Nothing fairer than letting the return to cook, in","Nothing more just than let him cook again, in the torcida!! #MasterChefBR",1
10561,Que saia justa Namaria kkkkk #maisvoce,That would be just Namaria kkkkk #maisvoce,It’s a good thing to say. #Massvoce,-1
10562,Coisa mais fofa o Thomas 😍😍 #altashoras,Thomas  #high-hours,What’s more famous for Thomas 😍😍 #altashoras,1
10563,Sabem pq Monica Iozzi e Otaviano Costa davam certo no #VideoShowAoVivo ? Pq ela tomava conta e ele não tinha espaço pra ser baba ovo.,You know why Monica Iozzi and Otaviano Costa worked well in #,You know pq Monica Iozzi and Otaviano Costa were right on #VideoShowAoVivo? Pq she took account and he had no room to be baba egg.,-1
10564,Mesa redonda do eu... pratique e dialogue com seus fantasmas... 👻adoreiii  Augusto Cury  #ConversaComBial,adoreiii Augusto Cury #ConversationComBial,The round table of the self... practice and dialogue with your ghosts... adoreiii Augusto Cury #ConversaComBial,1
10565,Que episódio foi esse? 😱  #MasterchefBr,What episode was this?  #MasterchefBr,What was this episode? #MasterchefBr,-1
10566,#eDeCasa Falar Sobre Mae 💓😍 tema Bom Demais, Good Demais theme.,It’s a good thing to talk about me 🙂 🙂 🙂 🙂,1
10567,Estou com vontade das almôndegas da Yuko rs #MasterChefBR,I am willing to the ammonads of Yuko rs #,I am happy with the Yuko rs #MasterChefBR almonds,1
10568,O #VideoShowAoVivo Já foi extremamente melhor,The #VideoShowAoVivo has already been extre,The #VideoShowAoVivo has been extremely better,-1
10569,Parece que foi equilibrado hoje pelo  menos né #MasterChefBR,It seems that it was balanced today at least right,It seems that it has been balanced today at least neither #MasterChefBR,1
10570,#VideoShowAoVivo tá parado por aqui ein!? Kk,The kk,You are here: Home » Video » You are here!,-1
10571,Poxa   #MasterChefBR,Poxa #MasterChefBR,by #MasterChefBR,-1
10572,"""O brócolis está cansado"" Carosella, Paola
Eu tb tô,  😂#MasterChefBR","Carosella, Paola I tb tô, #MasterChef","""The broccoli is tired"" Carosella, Paola I tb to, 😂#MasterChefBR",0
10573,#MasterChefBR Ai que ansiedade!,The anxiety!,#MasterChefBR Oh what anxiety!,-1
10574,"#Encontro Fátima é terrível! O cara não falou nada quando foi falar ela cortou!
Pesa ouvir suas palavras de crítica!",The guy did not say anything when she spo,The guy didn't say anything when he went to talk she cut!,-1
10575,Ver Paola cozinhando é tão lindo ❤️ #MasterChefBR,See Paola cooking is so beautiful ❤️ #MasterChe,See Paola cooking is so beautiful ❤️ #MasterChefBR,1
10576,EU ACREDITO NÃO GENTE PFVR É ZICADO ISSO #MasterChefBR,"I'm not GENT PFVR ACREDITO NON G""",I ACREDIT NOT People PFVR is ZICADO THIS #MasterChefBR,-1
10577,Mano to dormimdo pra caramba na faculdade. Preciso ir embora dormir. Nunca mais vejo #MasterChefBR acaba muito tarde,I need to go to sleep.I never see #Master,I have to go out to sleep. I have to go out to sleep. I never see #MasterChefBR too late,-1
10578,"Olha, amigo, eu sou a favor do desarmamento pela menor chance possível de levar um tiro, que tal?...#TheNoite","Look, friend, I am in favor of disarmament for the lowest","Look, friend, I am in favour of disarmament for the least chance possible to take a shot, what would it be?...#TheNoite",0
10579,"Passei a aula de física inteira cheirando meu casaco
E ainda me julgam por causa disso #AltasHoras",I spent the physics class whole smelling my,I passed the whole physical class smelling my jacket and still judge me because of it #AltasHoras,-1
10580,AAAAAA CHOREI :( #masterchefbr,#masterchefbr,AAAAAA CHOREI :( #masterchefbr,-1
10581,Muito linda essa Vivianne Pasmanter #VideoShowAoVivo,This Vivianne Pasmanter #VideoShowAoVivo is very be,Very beautiful this Vivianne Pasmanter #VideoShowAoVivo,1
10582,"Sai #Encontro
Volta #TvGlobinho
Quem apoia?
#SextaDetremuraSDV",They are involved in the following: #control Volta #,You are here: Home » TV » Who supports? #SextaDetremuraSDV,-1
10583," Você é DEZ!! 
#VideoShowAoVivo 📺",You are DEZ!! #VideoShowAoVivo ,You are DEZ!! #VideoShowAoVivo ,1
10584,Parabéns !!! Uma de suas melhores entrevistas. Pena q nem todo mundo vê. #TheNoite,"One of the best interviews, just if not everyone se",Congratulations!!! one of your best interviews. sorry q not everyone sees. #TheNoite,1
10585,"Não acredito q meu crush   saiu ontem 💔💔
 #MasterChefBR","I don't believe that my crush left yesterday""",I don't believe that my crush came out yesterday #MasterChefBR,-1
10586,Bom dia      adoro começar o dia com o #MaisVoce,I love to start the day with #MaisVoce Good morning I,I love to start my day with #MaisVoce,1
10587,A anta passou na frente da Fátima #Encontro,Anta passed in front of Fátima #Encontrol,The Anta passed in front of Fatima #Encounter,-1
10588,Onde é que a  comprou esse look? Já quero vim pra federal assim #MaisVoce,I want to come to federal so #MaisVoce,Where did I buy this look? I want to come to the federal so #MaisVoce,1
10589,"#ConversaComBial ou seja,  todo mundo tem que pensar na criança gerada por uma bandida,  exceto a própria mãe.  Inacreditável!","In other words, everyone has to think of the","#ConversaComBial means, everyone has to think about the child generated by a bandit, except the mother itself.",-1
10590,Aaaaaaaaaaaaa ta passando a Lucero no #DomingoLegal,Aaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaa ta passing to Lucero on #DomingoLegal,1
10591,"Todo dia é dia das mães, não somente hoje! #EdeCasa","Every day is the day of mothers, not only today","Every day is Mother's Day, not just today!",-1
10592,Que maravilhoso ele #TheNoite,What wonderful he #TheNoite #TheNoite,How wonderful it is #TheNoite,1
10593,"Hoje tem pancadaria, ADOOORO! #MasterChefBR","Today there is pancadaria, I ADOOORO! #MasterChe","Today you have a banker, thank you! #MasterChefBR",1
10594,não sei como esse fernando ainda tá aí #MasterChefBR,"I don't know how this fernando is still""",I don't know how this fernando is still there #MasterChefBR,-1
10595,Bruce representa  os gordinhos  correndo da esteira rs  #Edecasa,Bruce represents the sluggs running from the treadmill ,Bruce represents the running fat from the rs #Edecasa,0
10596,#MASTERCHEFBR tem q sair a Miriam já deu já... chatice,#MASTERCHEFBR has q to leave Myriam already,#MasterCHEFBR has q out to Miriam has already... chatice,-1
10597,"#TheNoite  com os figurantes da praça ficou muito foda mano, to adorando mt❤❤",I love mt❤❤,"#TheNoite with the figurants of the square became very foda hand, to loving mt❤❤",1
10598," é Lindo até chorando, bicho...Kiomão #MasterChefBR",Kenya #MasterChefBR,"It’s Beautiful to Cry, Bicho...Kiomão #MasterChefBR",1
10599," mano KKKKKKKKK
esse cara vai direto pro inferno 

#TheNoite",This guy goes straight to hell #TheNoite KKKK,KKKKKKKKK this guy goes straight for hell #TheNoite,0
10600,torcendo pra #equipeazul pois mirian na vermelha rsrsrs #masterchefbr,"Then, there is a shift to #equipeazul because",I'm not sure if you're going to get a lot of money and you're going to get a lot of money.,0
10601,A idade do cara não bateu 😂😂😂😂😂😂😂😂😂😂😂 #TheNoite,"The guy's age did not hit  #TheNoite The""",The age of the guy didn't beat 😂😂😂😂😂😂😂😂😂,1
10602,"Socorro, a Michelle! A professora que me deu aula de Teoria da Comunicação acabou de aparecer no #MaisVoce",The teacher who taught me Communication Theory has ,The teacher who gave me a class of Communication Theory just appeared on #MaisVoce,0
10603,O que é essa pantufa de unicórnio 🦄 da Ana Maria Braga? Querooooooo #MaisVoce,What is this unicornio  pantufa of Ana Maria Braga? I,What is this unicorn pantufa  of Ana Maria Braga?,1
10604,"Machismo não é opinião não  
#Encontro",#Encontrol,Machism is not an opinion not #Meet,-1
10605,#MasterChefBR só espero que o  nunca mais dê um susto desse no meu probe core shahs,I only hope that the never gives a distress of thi,#MasterChefBR I just hope that you will never get a shame of that again in my core shahs probe,-1
10606, Verdade. Poderiam aumentar a faixa etária para a plateia. #altashoras,They could increase the age range for the audience. #,They could increase the age range to the plateau. #altashoras,-1
10607,Eita que o Vitor vai rodar hoje depois de tudo que rolou semana passada #MasterChefBR,It is like Vitor will turn today after everything,Eita that the Vitor will run today after everything that rolled last week #MasterChefBR,-1
