,tweets_original,tweets_translater_unicamp,tweets_translater_face
5280,#ConversaComBial #MaiaraeMaraisaNoBial adorooooooooooo vai começar,TheNoite has already begun #TheNoite and the #TheNo,#ConversaComBial #MaiaraeMaraisaNoBial adorooooooo will start
5281,"O que foi essa dancinha do Joca no finalzinho? 
#VideoShowAoVivo",I remember a person listening to this #ProgramadoRatinho,What was this dance of the Joca in the final? #VideoShowAoVivo
5282,"Gente, vocês já repararam que a  é tipo mãe dando bronca?! A gente treme na base mas sente a ternura! Linda! #MasterChefBR",Beautiful! #I meet.,"People, you’ve already noticed that it’s a kind of mom giving bronze?!We tremble in the base but feel the tenderness! #MasterChefBR"
5283,"""Ah se eu pudesse latir tudo que eu penso"" Padre Fábio de Mello

 #Conversacombial",Today Victor and Léo will be masters in #MasterChefBR and I,"""Ah if I could beat everything I think"" Fabius of Mello #Conversacombial"
5284,nossa #Encontro mal acordei e já começou a me foder,The characterization is impressive! Shock!!! #Video,I'm awake badly and I've already begun to fool.
5285,Yuko não pode sair  #MasterChefBR,"How to study?  Inclusive, ""SAUDADE #",Yuko cannot leave #MasterChefBR
5286,"PORQUE BOURGUIGNON, PORQUÊ!!
#MasterChefBR",Myria tá quietinha #MasterChefBR,"Why Bourguignon, Why! #MasterChefBR"
5287,Victor B foi eliminado meu Deus crush volta aqui por favor #MasterChefBR,I was seeing the #thenoite program with the actor who made,Victor B was removed my God crush back here please #MasterChefBR
5288,Cadê Cadê Cadê? 😍 #AltasHoras 📺,The subject of the day was not having eaten a dish,Where is it?   
5289,"Hoje o Vitor é o candidato dá vez a sair do master Chef!
Pelo menos ele não vai correr o risco de perder um dedo cozinhando!
#MasterChefBR",Congratulations to the program The #focusing could learn from the,Today the Vitor is the candidate once to leave the master Chef! At least he will not risk losing a finger cooking! #MasterChefBR
5290,Já pensou  faz agt passar por aquele sufoco semana lassada pra ser eliminado hoje??? Deusmelivre!!!!!! #MasterChefBR,"It seems simple, but it is very complicated to prepare",I’m not sure if you’re going to get a lot of trouble and you’re going to get a lot of trouble and you’re going to get a lot of trouble and you’re going to get a lot of trouble.
5291,Coisinha linda 💕💕😍 #DomingoLegal,"Overrhythm with ""CONTRARIUM OR FAVORA",It’s a good day. 💕💕👍 #DomingoLegal
5292,nossa #ConversaComBial,You can watch #MasterChefBR ,Our #ConversaComBial
5293,"Ganhar uma ""nota preta"" é bom. Significa ganhar um bom dinheiro. #Encontro Encontro",Let Fátima Bernardes forever in the #VideoShowAoVivivi,"Winning a ""black note"" is good. it means winning a good money."
5294,"Será como estão teus haters  ? Hahaha 
#TheNoite",The guy lost a piece of finger and made a good dish,How are your haters?Hahaha #TheNoite
5295,"Fatima está cada vez melhor, impressionante... mais bonita, mais simpática. Oooo mulher inteligente! #videoshowaovivo",What class! I only knew puppet and strawberry. K,"Fatima is getting better, impressive... more beautiful, more friendly. #videoshowaovivo"
5296,O Temer imita o prefeito Dorico do Bem Amado #VideoShowAoVivo,"They feel like saying ""tutututu pá!"" #eot",The Fear Imitates Mayor Dorico of the Beloved #VideoShowAoVivo
5297,"É o tchan no #altashoras, adoroooo!!",#Control with Claudia this a Dilma who knows how to,"It’s the tchan on #altashoras, adoroooo!!"
5298,Vitor V já está fora da eliminação. Quem será o próximo? #MasterChefBR,"I want #MasterChefBR in the same team, I want",Vitor V is already out of elimination. who will be the next? #MasterChefBR
5299,Chorando do começo ao fim com o programa  de hoje. Tá lindo! Emocionante! #Encontro #FelizDiaDasMães ⚘❤,Does it take Rodrigo Santoro while #DoPorchat program call,"It’s a good thing to do with you, it’s a good thing to do with you, it’s a good thing to do with you."
5300,"Porém, meu crush segue sendo o Fabrizio. Homão da porra!!! #MasterChefBR",Is it serious? #Inversion of Values,But my crush remains the Fabrizio. man of the porra!!! #MasterChefBR
5301,eu não conseguiria fazer cenas assim #ConversaComBial,#MasterChefBR very firefighters #MasterChefBR,I't be able to make scenes like this #ConversaComBial
5302,"Mudar presidente do poder, Para com a corrupção? 
 #encontro ",Mamão and jack #MaisVoce,"Change President of the Power, Toward Corruption?"
5303,E já começou o #TheNoite,WHEN WHEN THE BEBE VICTOR GANHE,And the #TheNoite has already begun.
5304,"10% cara... Lembro de uma pessoa ouvindo essa 
#ProgramadoRatinho 
#MasterChefBR 
#Mafiasdvsertrouxae 
#MafiaSDVaqueleDiaQ 
#LulaDaSilva",Speaks modern words in Portuguese -.- #Encontro,10% expensive... I remember a person listening to this #ProgrammedRatinho #MasterChefBR #Mafiasdvsertrouxae #MafiaSDVaqueleDiaQ #LulaDaSilva
5305,"""Todo amor de mãe é inacabado até o último suspiro.""
Lindo!
#Encontro.","I'm going to cheer for half of the re-election in""",“Every mother’s love is endless until the last breath.”
5306,"Hoje o Victor e o Léo serão capitães no #MasterChefBR e já estou prevendo aqui as piadas de ""mas é MasterChef ou The Voice Kids?""

Flws.",I could be sleeping but I am not seeing the,Today Victor and Leo will be captains at #MasterChefBR and I’m already predicting here the jokes of “but is it MasterChef or The Voice Kids?”
5307,#VivianePasmanter é #Germana em #MundoNovo!? 😱 Impressionante a caracterização! Chocado!!! #VideoShowAoVivo,The Mc Merlô no #VideoShowAoVivo SOS #Vi,#VivianePasmanter is #Germany in #WorldNew!? <unk> Impressive characterization! Shocked!!! #VideoShowAoVivo
5308,"#Tchan no #AltasHoras, como estuda? 😩
Inclusive, ""SAUDADE #BAHIA""! ♥️",The experience of video show is de+ valeu,"#Tchan on #AltasHoras, how does it study?  Inclusive, ""SAUDADE #BAHIA""! ♥️"
5309,Miriam tá quietinha #MasterChefBR,The baby is Nicolas Prattes #VideoShowAoVideoThe,Miriam the Silent #MasterChefBR
5310,"Estava vendo o programa #thenoite com o ator que fez o irmao do major no filme #hooligans , pesado ...",Pqp #MasterChefBR,"I was watching the #thenoite program with the actor who made the major's irmao in the #hooligans film, heavy..."
5311,O assunto do dia foi a  não ter comido um prato no #MaisVocê? A mulher ñ gosta de abóbora ela vai comer pra que? Tá certíssima,As Maiara and Maraisa are fun  #ConversationComBial,The topic of the day was not to have eaten a dish at #MaisYou? the woman ñ likes abortion she will eat for what?
5312,O tal #fofocalizando poderia aprender com o programa #Encontro e falar de assuntos interessantes para a sociedade... Parabéns ao programa,"I hate when I start video show and don't see Sophia Ab""",That #fofocalizing could learn from the #Meet and talk about interesting matters for society... Congratulations to the program
5313,"#MasterChefBR 
A Sardinha ela parece simples, mais é bem complicado preparar um prato com ela sendo base.","I am the king...I'm too shy!""","#MasterChefBR The Sardinia it looks simple, more it’s quite complicated to prepare a dish with it being the basis."
5314,"Rindo demais com ""CONTRARIUM OU FAVORARIUM kkkkkkkkkkkkkkkkkkkk #THENOITE 
    ","I'm good if you kiss, never asked any""","A lot of laugh with ""CONTRARIUM OR FAVORARIUM kkkkkkkkkkkkkkkkkk #THENOITE"
5315,Bora assistir #MasterChefBR 🔪🍤,This emotion Victor  #MasterChefBR,See also #MasterChefBR
5316,"Gente, deixa a Fátima Bernardes pra sempre no #VideoShowAoVivo",Lázaro Ramos &lt;3 #MoreYou,"People, leave Fatima Bernardes forever on #VideoShowAoVivo"
5317,o cara perdeu um pedaço do dedo e fez um prato bom ainda pqp #MasterChefBR,I liked his performances Kkkk,The guy lost a piece of his finger and made a good dish still pqp #MasterChefBR
5318,Gente me sentindo numa sala de aula dentro de uma sapataria hj nesse #ConversaComBial de hj. Que aula! Só conhecia fancha e moranguinho. Kkk,#TheNoite with My little little little little little little li,People feel me in a classroom inside a hj shoes in this #ConversaComBial of hj. What class! I only knew fancha and moranguinho.
5319,"Ver o Cumpadre Washington dá vontade de dizer ""tutututu pá!"" #eotchannoaltashoras #altashoras",Began #AltasHoras,"See the Cumpadre Washington gives the will to say ""tutututu pá!"" #eotchannoaltashoras #altashoras"
5320,"Claudia esta uma Dilma que sabe se expressar no programa da fatima.
#Encontro","Who does not like it,IHEY! #VideoShow",Claudia is a Dilma who knows how to express himself in the fatima program.
5321,"Ana Luiza e Vitor B no mesmo time, eu quero #MasterChefBR","I'm well well! #I meet #I meet. Rising""","Ana Luiza and Vitor B in the same time, I want #MasterChefBR"
5322,#ConversaComBial está levando Rodrigo Santoro enquanto o #ProgramaDoPorchat chama Dudu Nobre? Não dá...,I always live as a wonderful program with two gangs,#ConversaComBial is taking Rodrigo Santoro while the #ProgramaDoPorchat calls Dudu Nobre?
5323,#Encontro pais relatam que filhos sofrem bullying por passar nudes próprios e o culpado é quem compartilha? É sério? #InversãoDeValores,We are in the air.,#Meet parents report that children suffer bullying by passing their own naked and the guilty is who shares?
5324,#MasterChefBR muito bombeiros,There is not anyone who can cheat these hours for,#MasterChefBR very firefighters
5325,  Mamão e jaca #MaisVoce,Twitter has a status d relacionamento - N tem stories - Tem treta am,Mommy and Jaca #MaisVoce
5326,AIN TÔ MUITO NERVOSA QUERO QUE O BEBE VICTOR GANHE #MasterChefBR,I remembered Tata taking Carlinhos in the multishow  #Vide,In your very nervous mind I want the baby Victor to win #MasterChefBR
5327,Essas palavras que o Tiago LAIFER tá falando são do inglês.  Fala palavras modernas do português -.- #Encontro,Yesterday I could watch the #MasterChefBR that SHOW,These words that Tiago LAIFER talks are from English.
5328,Eu vou torcer pra metade da repescagem desse jeito #MasterChefBR,"Yuko is so loving, right? Nobody put faith and she",I’m going to turn to half the repairing in this way #MasterChefBR
5329,eu poderia está dormindo mas não estou vendo o  no #ConversaComBial 😎😉 o melhor,NOS POUMBE #Encontrol,I could be sleeping but I’m not seeing the on #ConversaComBial 👍😉 the best
5330,Mc Merlô no #VideoShowAoVivo SOS,Tie singing Blue lighter  #Control,Mc Merlô at #VideoShowAoVivo SOS
5331,#VideoShowAoVivo vídeo show é de+ valeu,"I don't lose it in #VideoShowAoVide """,#VideoShowAoLive video show is of + value
5332,O menininho é Nicolas Prattes #VideoShowAoVivo,"It will be epic, two of the whites I am a fan",The boy is Nicolas Prattes #VideoShowAoVivo
5333,Eu tô nervosa pra caralho. Pqp #MasterChefBR,The #Conversation-Bial with the .. Excellent programme,I'm nervous to the guy. pqp #MasterChefBR
5334,Como Maiara e Maraisa são divertidas  😂 #ConversaComBial,#MasterChefBR,How Maiara and Maraisa are fun 😂 #ConversaComBial
5335,"#VideoShowAoVivo

Da um ódio, quando começa video show e não vejo a Sophia Abrahão 😯😭😭",Look at this photo like Jax. My our.,"#VideoShowAoLive From a hatred, when the video show begins and I don't see Sophia Abraham"
5336,#encontro.  Novela que rei sou eu...ri demais!,This study was wonderful ,"I am a king, I am a king, I am a king, I am a king, I am a king."
5337," vamo se beijar, nunca te pedi nada
#MasterChefBR #DouglasBateUmBoloPraMim",VTNC Serginho! #AltasHours,"I'm going to kiss you, I've never asked you for anything #MasterChefBR #DouglasBateUmBoloPraMim"
5338,"Que emoção Victor 😍😍😍
#MasterChefBR",#MasterChefB,What excitement Victor 😍😍😍 #MasterChefBR
5339,"Coisas que ouço e dá ainda mais saudade da Bahia: ""molequeira"" e ""bobági"".
Lázaro Ramos &lt;3 #MaisVocê","#TimeTimes It's too exciting. #TimeTimes""","Things I hear and even more miss Bahia: ""molequeira"" and ""bobági"".Lazaro Ramos &lt;3 #MaisVocê"
5340,"Poxa, o  saiu ontem do. #MasterChefBR. Eu gostava das performances dele. Kkkk",God alone  #VideoShowAoVivivivivivivi,"Poxa, he came out yesterday from #MasterChefBR. I liked his performances."
5341,Segura Coração...   no #TheNoite  com   Meus liiiiiindos... 😍😍😍,I was lunching now I cannot eat I TÔ NER,I'm sure I'm going to be happy with my friends. 😍😍😍
5342,Começou #AltasHoras,"The potato is right , cooked!! #MasterChefBR",Started by #AltasHoras
5343,"Tem gente q cria conta só pra falar mal da Emilly,bicho. Quer indicador de inveja maior do que esse? Quem não gosta,IGNORA! #VideoShowAoVivo",#VideoShowAoVideo,"There are people who create account only to talk badly about Emilly,bicho.Do you want an indicator of greater jealousy than this?Who doesn't like,IGNORA! #VideoShowAoVivo"
5344,VC É ´FAIL´ E EU SOU BONITO! #Encontro #Fail. Rindo Horrores.,#MasterChefBR,It’s ‘fail’ and I’m good! #Meet #Fail.
5345,#VideoShowAoVivo como sempre um programa maravilhoso com dois gatões,"You talk about Nina, hold a heart #Conversation ComB",#VideoShowAoLive as always a wonderful show with two kittens
5346,#thenoite  É The Noite com Danilo Gentili. Estamos no ar.,#MasterChefBR,#thenoite is the night with Danilo Gentili.
5347,não tem pra quem torcer nessas horas #MasterChefBR,Fátima Bernardes in the bench #VideoShowAoVivo #Vide,There's no one to go on in these hours #MasterChefBR
5348,"#MasterChefBR 
#VcFezSeuTwitterPQ

- N tem status d relacionamento
- N tem stories
- Tem treta entre famosos
- sobre outras, o Twitter tomba",THE CANDIDATE TO PROMETER ACABAR W,"#MasterChefBR #VcFezSeuTwitterPQ - N has status d relationship - N has stories - It has trace among famous people - about others, Twitter falls"
5349,Esse negócio do 1 de abril lembrei da Tata pegando o Carlinhos no multishow 😂😂😂😂 #VideoShowAoVivo,If Sophia Abrahão was no longer enough now Fátima Bernardes show,This business of 1 April I remembered Tata taking Carlinhos on the multishow 😂😂😂😂 #VideoShowAoVivo
5350,Ontem consegui assistir o #MasterChefBR que SHOW! Que emoção,I got time to watch the improvement #MasterChefBR,Yesterday I was able to watch the #MasterChefBR that SHOW!
5351,A Yuko é tão amorzinho né? Ninguém botava fé e ela aos poucos veio pisando. Me lembra a Jiang ❤️ #MasterChefBR,Successful dear!!!!!,Yuko is so gentle or no? No one boosted faith and she slowly came walking. I remember Jiang ❤️ #MasterChefBR
5352,"""homem que é homem não tem que lavar louça"" NOS POUPE #Encontro",When you move to live alone and discover the iron to pass #,“A man who is a man doesn’t have to wash madness”
