tweets_original,tweets_translater_face,polarity,polarityMultiClassifierTweetsOriginal,polarityMultiClassifierTweetsTraduzido
"#thenoite
🎶🎼Se essa rua fosse minha...eu mandava ladrilhar...🎼🎶
Com pedrinhas de brilhante
Só pro meu am♥r passar...🎶🎼
Bons tempos",#thenoite <unk>If that street was mine...I would send to throw...<unk>🏻 With bright stones Only for my am♥r pass...<unk>🏻 Good times,0.0,1.0,1.0
- ganhamos mais uma semana pra torcer pra Mirian se dar mal #MasterChefBR,We’ve got another week to get Mirian wrong #MasterChefBR,1.0,1.0,-1.0
contagem regressiva pra #MasterChefBR,Regressive counting for #MasterChefBR,-1.0,0.0,0.0
"EU NAO TO ACREDITANDO Q OS DOIS MELHORES PARTICIPANTES TAO ALI

#MasterChefBR",I DO NOT ACREDITING Q THE TWO BEST PARTNERS TAO ALI #MasterChefBR,-1.0,1.0,-1.0
Linda homenagem da  a nossa querida HEBE. #MaisVoce,Beautiful tribute to our dear HEBE. #MaisVoce,1.0,1.0,1.0
O preço que não é nada agradável #MaisVoce,The price that is nothing pleasant #MaisVoce,-1.0,-1.0,-1.0
"#Encontro ""eu acho lindo hashtag. "" Ahhahahahauaa","#Meeting ""I think it's nice hashtag. "" Ahhahahahauaa",1.0,1.0,1.0
Com fé no pai que a Mirian sai! #MasterChefBR,With faith in the father that Mirian leaves! #MasterChefBR,0.0,0.0,1.0
"#VideoShowAoVivo 
Coloca no ar a chave de perna q a Jeiza (Essa Paola Oliveira...) deu no capítulo de ontem, Nunca te pedi nada!","It’s a good idea for you to be able to do it, but it’s a good idea for you to be able to do it.",-1.0,-1.0,1.0
"Saulo cantando ""não precisa mudar"" é sempre um fofo. A gente canta junto até na borracharia. #Edecasa","Saulo singing ""You don't need to change"" is always a fool.",1.0,1.0,-1.0
Assistindo #AltasHoras e sonhando que um dia o  esteja me entrevistando ❤,Looking at #AltasHoras and dreaming that one day you’re interviewing me,1.0,1.0,1.0
"se for verdade essa história da Ana Luiza, nem vai me chocar, bem sonsinha elamerecido a eliminação, justo é justo! #MasterChefbr","If this story of Ana Luiza is true, it will not shock me, well sounded elamerito the elimination, just is just! #MasterChefbr",-1.0,-1.0,-1.0
"Nossa, o Bial faz um textão antes de começar o programa? #ConversaComBial #ForaTemer","Our, the Bial makes a text before starting the program? #ConversaComBial #ForaTemer",-1.0,0.0,0.0
To assistindo #TheNoite,To watch #TheNoite,0.0,0.0,0.0
"Mano é daqui a pouco, é daqui a pouco que eu morro. 😂😭❤️
#DomingoLegal","It’s a little bit, it’s a little bit, it’s a little bit, it’s a little bit, it’s a little bit.",1.0,1.0,0.0
"#MaiaraeMaraisaNoBial
#ConversacomBial 
Rindo muito",#MaiaraeMaraisaNoBial #ConversacomBial Laughing Too Much,1.0,0.0,1.0
"Eu amo esse Vitor B.
#MasterChefBR",I love this Vitor B. #MasterChefBR,1.0,1.0,1.0
#MaisVocê  casa comigo???,Are you home with me???,1.0,0.0,0.0
"Estrogonofe de sardinha é uma iguaria mto apreciada no meio universitário
#MasterChefBR",Sardinia estrogonofe is a mto equatorial appreciated in the university #MasterChefBR,0.0,1.0,1.0
#VideoShowAoVivo  gosto muito da Fátima Bernardes... Maravilhosaaa,I love Fatima Bernardes and I love Fatima Bernardes.,1.0,1.0,1.0
"O cara apresenta o #VideoShowAoVivo e diz que Jorge Tadeu era de Roque Santeiro. Era Pedra Sobre Pedra, rapaz!",The guy presents the #VideoShowAoVivo and says that Jorge Tadeu was from Roque Santeiro.,-1.0,0.0,0.0
Rapazzzzzz... o #MasterChefBR foi nojento demais nessa semana! Cruzes! :P :P,Rapazzzzzz... the #MasterChefBR was too cool this week! :P,-1.0,-1.0,1.0
"pq n colocou esse frango na pressão, viadooooooooo #MasterChefBR","pq n put this chicken in pressure, viadooooooooo #MasterChefBR",-1.0,-1.0,-1.0
Já tinha perdido as conta #MasterChefBR,I had already lost the #MasterChefBR account,-1.0,-1.0,-1.0
Menina Isabela muito fofa no #encontro,The girl Isabella is very foolish in the #Meeting,1.0,1.0,-1.0
"Por que será que Vanessa da Mata desafina tanto?
#AltasHoras",Why is Vanessa da Mata challenging so much?,-1.0,-1.0,-1.0
"Genteeeee, quero mais #MasterChefBR","Genteeeee, I want more #MasterChefBR",1.0,1.0,0.0
Eu e minha mãe não paramos de assistir o #videoshowaovivo,I and my mother don't stop watching #videoshowaovivo,1.0,0.0,-1.0
Homem branco tentando silenciar mina preta #Encontro,White Man Trying to Silence Black Mine,-1.0,-1.0,-1.0
"Bora time Azul!!
Adoro os Vitor´s,     ,  e  juntos!!! 
#EquipeAzul
#MasterChefBR","I love the Vitor’s, and together!!! #Blue Team #MasterChefBR",1.0,1.0,1.0
Daqui a pouco 22h30 na Tela da  #MasterChefBR 😍😍 #AnsiosoDemais #ForaMiriam,From 22h30 on the screen of #MasterChefBR 😍😍 #Ansioso#ForaMiriam,1.0,1.0,1.0
#MaisVoce  pelamor... O FGTS não é descontado do empregado. O INSS sim. FGTS não desconta do funcionário. Corrija essa informação!!!!,#MaisVoce pelamor... The FGTS is not discounted from the employee. The INSS yes. The FGTS is not discounted from the employee.,-1.0,0.0,0.0
"Olha essa mulher, tem 9 filhos (de 4 a 24 anos) super realizada. Seria meu sonho?! 😁💕 #Encontro","Look this woman, has 9 children (from 4 to 24 years) super realized.",1.0,1.0,1.0
amando esse episódio pois sou lutadora amadora ❤🤙🏾👊🏾 #MasterChefBR,I love this episode because I am an amateur fighter ❤ #MasterChefBR,1.0,1.0,1.0
"#videoshowaovivo
Aqui em Ji-Paraná/Rondônia tbm falamos ""dim-dim"". Em Minas Gerais fala-se ""chup-chup"". Bjus.","This is the most important part of the world’s economy, and the most important part of the world’s economy is the world’s economy, the world’s economy and the world’s economy.",0.0,0.0,0.0
"Brasilia, 22 horas. 
Nunca na história deste país o #JN está indo até tão tarde. 
Estão aprendendo com o #MasterChefBR?","Brazil, 22 hours. Never in the history of this country the #JN is going so late. Are you learning with the #MasterChefBR?",-1.0,-1.0,-1.0
#TheNoite ta muito bom hoje,The night is very good today,1.0,1.0,1.0
"Eu não quero ter filhos. 
Mas bonito quem quer. #ConversaComBial",I don't want to have children. but beautiful who wants. #ConversaComBial,0.0,0.0,0.0
"""Beijou a boca errada, lembrou da boca certa"" AI MEU ❤️ #Encontro","""He kissed the wrong mouth, he remembered the right mouth""",1.0,1.0,0.0
#MaisVocê namaria está parecendo uma caricatura 😨,Your namaria looks like a cartoon.,-1.0,-1.0,-1.0
Já tô aqui esperando o  começar! #MasterChefBR,I'm here waiting for you to start! #MasterChefBR,1.0,0.0,1.0
"É a favor do desarmamento, mas anda cheio de segurança armado. Mais contradição nisso não existe. #TheNoite","It’s in favour of disarmament, but it’s full of armed security. More contradiction in it does not exist. #TheNoite",-1.0,-1.0,-1.0
"Parabéns a todas as mamães
De ontem, de hoje, de sempre!
Uma mãe e um tesouro incomparável #EDeCasa","Congratulations to all moms from yesterday, today, forever! a mother and an unparalleled treasure #EDeCasa",1.0,1.0,1.0
haaa acertei #VideoShowAoVivo,Tagged with: video show live,1.0,1.0,0.0
"Eu mesma quando não entendo piada 
FJGHYGSSHJESGATKERUA
#MasterChefBR",I myself when I don't understand joke FJGHYGSSHJESGATKERUA #MasterChefBR,0.0,-1.0,-1.0
"EU NÃO AGUENTO O NICOLAS EM TERRA NOSTRA, DÁ MUITA VONTADE DE GUARDAR NUM POTINHO #VideoShowAoVivo","I don't put Nicholas in our land, I give a lot of desire to keep in a potin #VideoShowAoVivo",1.0,-1.0,0.0
passei até meu perfume pra esperar o frango chegar #MasterChefBR #EquipeAzul,I went to my perfume to wait for the chicken to arrive #MasterChefBR #EquipeAzul,0.0,0.0,0.0
"Por favor, convide  #SamAlves no #AltasHoras de 
 . Agradeceria muito ver novamente meu ídolo nesse programa.",Please invite #SamAlves at #AltasHoras of. I would be very grateful to see my idol again in this program.,-1.0,1.0,1.0
"#ÉOTchan
Adoroooo!!🎶🎤🎧
#AltasHoras",#EOTchan Adoroooo!! <unk> <unk> #AltasHoras,1.0,1.0,1.0
AFF TÔ MUITO ESTRESSADO COM ESSE LEONARDO DANDO PITACO NA COZINHA DOS OUTROS #MasterChefBR,AFF is very stressed with this legend giving it to the kitchen of others #MasterChefBR,-1.0,-1.0,-1.0
"Tem umas pessoas nessa temporada que não se destacam nem positiva e nem negativamente, né? Valter é um deles #MasterChefBR","There are some people in this season who don’t stand out either positively or negatively, right?",-1.0,-1.0,-1.0
Alguém avisa essa Mirian que ela não ta agradando #MasterChefBR,Someone warns this Mirian that she doesn’t like #MasterChefBR,-1.0,-1.0,-1.0
Só uma grande atriz como Viviane Pasmanter poderia fazer cenas tão bonitas mesmo feia! #VídeoShowAoVivo,Only a great actress like Viviane Pasmanter could make such beautiful scenes even ugly! #VideoShowAoVivo,1.0,-1.0,-1.0
PAOLA FAZENDO BIQUINHO AAAAA NENÉM #MasterChefBR,Paul Making AAAAA NENEM #MasterChefBR,1.0,-1.0,0.0
"#VideoShowAoVivo 
Levar o farelo significa se dar mal em alguma coisa, expressão muito usada em Belém","#VideoShowAoVivo Bring the foam means hurting something, a very used expression in Bethlehem",0.0,-1.0,-1.0
"O filho do Serginho é um encanto
#Altashoras",The son of Serginho is a charm #Altashoras,1.0,1.0,1.0
Exemplo de sobremesa: creme de cupuaçu. Delícia. #MasterChefBR,Example of dessert: cupuaçu cream. delight. #MasterChefBR,1.0,1.0,1.0
"Que delícia sardinha , eu amo demais ❤❤#MasterChefBR","How delicious sardinia, I love too much ❤❤#MasterChefBR",1.0,1.0,1.0
"THE NOITE de Hoje NOSTALGIA total mano , muito bom sensacional 
Grandes e Velhos Tempos 
 #THENOITE ","The NIGHT of Today NOSTALGIA full hand, very good sensational Great and old times #THENOITE",1.0,1.0,1.0
"Fátima Bernardes cantando sandy sou eu tentando cantar em inglês: Só mexo a boca, faço cara de paisagem e canto porra nenhuma #encontro","Fatima Bernardes singing sandy I'm trying to sing in English: I just mix the mouth, make the face of the landscape and singing porra no #encounter",-1.0,-1.0,0.0
"to bem triste pq perdi o #MasterchefBR ontem, vou ter que assistir pelo youtube. Já sei que a embuste da Mirian não saiu 😒","I've lost the #MasterchefBR yesterday, I'll have to watch on youtube.",-1.0,-1.0,-1.0
"Se minha mãe ver essa moda do unicórnio, com certeza ela vai querer comprar tudo. #MaisVoce 🦄","If my mother sees this unicorn fashion, she’ll definitely want to buy everything.",0.0,1.0,1.0
"O   é uma coisa de Deus!! Hahaha❤ #ConversaComBial 
Melhor Programa e Melhores Pessoas.",It’s a thing of God!!Hahaha❤ #ConversaComBial Best Program and Best People.,1.0,1.0,1.0
"O aniversário de 5 anos do #Encontro tem que acontecer e eu estarei lá, se Deus quiser.Tira esse homem daí ","The 5th anniversary of the Meeting has to take place and I will be there, if God wants.",-1.0,0.0,0.0
#VideoShowAoVivo   Manda um oi para o povo do Twitter 🙋,#VideoShowAoVivo Sends an Oh to the People of Twitter,0.0,0.0,1.0
"Como o Danilo é bundao kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
#TheNoite",How the Danilo is bundao kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk #TheNoite,1.0,0.0,0.0
"23h29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 #MasterChefBR","23h29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 #MasterChefBR",0.0,0.0,0.0
#MaisVocê hambúrguer doce?Cruz credo 😒,Do you have a sweet hamburger?,-1.0,-1.0,0.0
Que olhar é esse Chef Thiago? Para seu loooouco 😽 #MasterChefBR #MasterChef,What look is this Chef Thiago? for your loooouco  #MasterChefBR #MasterChef,0.0,-1.0,0.0
Por um país menos violento! 🙏😔 #AltasHoras,For a country less violent! 🙏🏻 #AltasHoras,-1.0,-1.0,0.0
"Estava assistindo essa temporada toda no Youtube. Toda terça eu me ocupava com alguma coisa, e hoje vou interagir com vocês 😊 #MasterChefBR","Every Tuesday I was busy with something, and today I’m going to interact with you 😊 #MasterChefBR",0.0,1.0,1.0
Só queria deixar o registro aqui que assistirei #MasterchefBR comendo alguns pedaços de bolo red Velvet. Chorem no meu sucesso!,I just wanted to leave the record here that I would watch #MasterchefBR eating a few pieces of red Velvet cake.,0.0,1.0,0.0
Muito bacana essa entrevista com Drauzio Varela #ConversaComBial 👏🏻👏🏻👏🏻👏🏻,I'm very happy with this interview with Drauzio Varela #ConversaComBial 🙏🏻🙏🏻🙏🏻🙏🏻,1.0,1.0,1.0
"Ahh quanta demora meu pai amado🤦🏻‍♀️
Vamos ter um mini infarto kkkkkkk ♥️♥️♥️ 
 
#MaiaraeMaraisaNoBial 
#ConversaComBial",How long does my beloved father take <unk>🏻 ♀️ Let's have a mini heart attack kkkkkkk ♥️♥️♥️ #MaiaraeMaraisaNoBial #ConversaComBial,-1.0,-1.0,1.0
"Fátima Bernardes sempre diva 
#VideoShowAoVivo",Fatima Bernardes always diva #VideoShowAoVivo,1.0,1.0,1.0
#MasterChefBR quem são os 20% q tão torcendo p time vermelho? Eu só tô vendo azul rsrsrs,#MasterChefBR who are the 20% q so turning p time red?,-1.0,0.0,0.0
"#VideoShowAoVivo , o garoto é o Zac de Rock Store, bjs Sofia e Ota.","#VideoShowAoVivo, the boy is the Zac of Rock Store, bjs Sofia and Ota.",0.0,0.0,0.0
"#MasterChefBR

EU SEI COZINHAR SARDINHA",#MasterChefBR I'll be Cozinhar Sardinha,0.0,-1.0,0.0
#thenoite     imagina se pega esse tapa? Ia depilar aquela barba no tapa.,“Thenoite imagines if he takes that cover?I’d throw that beard into the cover.,0.0,0.0,0.0
Já sou equipe azul 🙌 #MasterChefBR,I am a blue team #MasterChefBR,0.0,0.0,0.0
Sabe esse alguém perfeito que você tanto espera? Eu era....🎶  #Encontro,Do you know that perfect person you’re waiting for so much?,0.0,1.0,0.0
"Frango do Cão!!!!!!!!
#MasterChefBR",The Chicken of the Dog!!!!!!!! #MasterChefBR,-1.0,-1.0,1.0
#MasterChefBR EU não quero mais tchau,#MasterChefBR I don't want more tchau,-1.0,-1.0,-1.0
#MaisVoce temaki no copo??? 😨😨😨 que q ta acontecendo? Foi a não renúncia do #foratemer?,What do you want to do when you’re going to get a lot of money to get a lot of money to get a lot of money?,-1.0,-1.0,0.0
Será que eu aguento até 0:30h pra ver o Maluma no #TheNoite,I'll be able to wait until 0:30h to see the Maluma on #TheNoite,0.0,0.0,0.0
o leonardo é muito naja  #MasterChefBR,The Leonard is very naïve #MasterChefBR,-1.0,-1.0,-1.0
O assunto do #Encontro está interessante,The topic of the #Meeting is interesting,1.0,1.0,1.0
"""Acho que quem sai sou eu"" Mírian...bem q podia ser mesmo #MasterChefBR","""I think who goes out is me"" Miryan...be q could really be #MasterChefBR",0.0,-1.0,0.0
Quem não canta evidências se todo coração não sabe viver. #Encontro,Who doesn’t sing evidence if every heart doesn’t know how to live.,0.0,0.0,-1.0
"a Mirian podia quebra a perna ne, so um pensamento, assim
 #MasterChefBR","Mirian could break the leg ne, so a thought, so #MasterChefBR",-1.0,-1.0,0.0
uma pena que quem saiu hoje do #MasterChefBR tenha saído,It’s a sad thing that anyone who left the #MasterChefBR today has left it.,-1.0,-1.0,-1.0
#MaisVoce Namaria sugerindo cheesecake p/ jantar... tô correndo de sobremesa depois de dois fins de semana de bolo de cenoura c/ chocolate,#MaisVoce Namaria suggesting cheesecake p/ dinner... I run for dessert after two weekends of corn cake c/ chocolate,-1.0,0.0,0.0
Que acho/´quero´ vai embora Vitor B &gt;&gt; Nayane &gt;&gt; Fabrizio #MasterChefBR,What I think/‘I want’ goes away Vitor B &gt;&gt; Nayane &gt;&gt; Fabrizio #MasterChefBR,0.0,0.0,0.0
"Yuri de #AForçaDoQuerer  é cosplayer. Isso mesmo! 
#Encontro.",Yuri of #AForçaDoQuerer is a cosplayer. That’s really! #Encounter.,0.0,0.0,1.0
"""Mulheres não são troféus""
#Encontro",“Women are not trophy”,-1.0,0.0,-1.0
#altashoras - Não é tão somente um programa &gt; É UMA VIAGEM,#altashoras - It's not just a program &gt; It's a journey,1.0,0.0,0.0
"Parabéns ao  por essa iniciativa linda,que todos os times se inspirem em vcs! #Encontro","Congratulations to you for this beautiful initiative, that all the teams are inspired by VCS!",1.0,1.0,1.0
COMEÇOOOOOU HOJE TEM  no  #TheNoite,Starting today at #TheNoite,1.0,0.0,0.0
"Ele é muito fofo
#TheNoite",He's very foolish #TheNoite,1.0,1.0,-1.0
"Vanessa da Mata não tem só ""Ai ai ai"" de música, mas é inevitável ela ir num programa e não cantar. Um hino, né, mores? #AltasHoras","Vanessa da Mata doesn’t just have “Ai ai ai” music, but it’s inevitable she’s going on a show and not singing.",0.0,1.0,-1.0
Não há nada mais inteligente que a sensibilidade ☺️  #ConversacomBial,There is nothing more intelligent than sensitivity ☺️ #ConversacomBial,1.0,1.0,1.0
Parece redundância... mais uma boa entrevista com Santoro #conversacombial,It looks redundant... another good interview with Santoro #conversacombial,1.0,1.0,1.0
"Deu vontade de comer esse macarrão feito com abobrinha 😎👏
#MaisVocê",I'm looking forward to eating this potato made with a potato.,1.0,1.0,1.0
To esperando começar #TheNoite,To Waiting to Start #TheNoite,0.0,0.0,0.0
Tenho vocação para ficar deitado e dormir. É normal? #Encontro,I have a vocation to lie down and sleep. is it normal?,0.0,0.0,-1.0
"Consolidados - SBT (11/05):

#TheNoite  5.8
#SBTNotícias - Madrugada I 4.1
#SBTNotícias - Madrugada II 2.9",Consolidated - SBT (11/05): #TheNoite 5.8 #SBTNoticias - Madrugada I 4.1 #SBTNoticias - Madrugada II 2.9,0.0,0.0,0.0
"ainda é terça, mas tente pensar pelo lado bom: hoje tem #MasterChefBR","It’s still Tuesday, but try to think for the good side: today has #MasterChefBR",1.0,0.0,0.0
"Meu coração perguntava é um anjo, ou uma fada 🎶😭😍 #DomingoLegal","My heart was asking is an angel, or a fada.",1.0,1.0,0.0
O cara da platéia me fala Boa tarde??! Tá  sabendo mto q  o programa é gravado pra passar no Sab à noite...🤔😅 #AltasHoras,I'm not sure if you're going to get a lot of money and you're going to get a lot of money and you're going to get a lot of money and you're going to get a lot of money.,-1.0,0.0,0.0
#VideoShowAoVivo  luto grande ator,#VideoShowAoLive sad big actor,-1.0,1.0,-1.0
Já vi tanta luta e tanta malhação hoje no #MasterChefBR que nem preciso ir amanhã na academia. será que vale?,I’ve seen so much struggle and so much misconduct today at #MasterChefBR that I don’t have to go tomorrow at the school.,0.0,0.0,-1.0
